,POLYLINE
1372639635620000178,"[[-8.613243, 41.154444], [-8.61309312244898, 41.154197326530614], [-8.61294324489796, 41.15395065306122], [-8.612776469387756, 41.153770102040816], [-8.612482959183673, 41.15408546938776], [-8.612189448979592, 41.154400836734695], [-8.611961326530611, 41.15480730612245], [-8.611945714285714, 41.15550985714286], [-8.611930102040816, 41.15621240816326], [-8.611996040816326, 41.156747448979594], [-8.612211489795918, 41.156975387755104], [-8.61242693877551, 41.15720332653061], [-8.612464591836735, 41.15754881632653], [-8.612302224489797, 41.15802655102041], [-8.612139857142857, 41.15850428571429], [-8.611977489795919, 41.15905365306123], [-8.61181512244898, 41.159653163265304], [-8.61165275510204, 41.16025267346939], [-8.61154769387755, 41.16071112244898], [-8.611466510204082, 41.16111079591837], [-8.611385326530613, 41.16151046938776], [-8.611332428571428, 41.161784142857144], [-8.611285591836735, 41.16203081632653], [-8.611238755102042, 41.16227748979592], [-8.611162530612244, 41.16287975510204], [-8.611084469387755, 41.16350424489796], [-8.611011, 41.164098979591834], [-8.611011, 41.164217632653056], [-8.611011, 41.164336285714285], [-8.611011551020407, 41.16446265306122], [-8.611014673469388, 41.16462502040816], [-8.611017795918368, 41.1647873877551], [-8.611065918367347, 41.1650526122449], [-8.611222040816326, 41.16556469387755], [-8.611378163265307, 41.166076775510206], [-8.611680857142858, 41.16640757142857], [-8.612192938775511, 41.1664793877551], [-8.612705020408164, 41.16655120408163], [-8.61301542857143, 41.166651122448975], [-8.613146571428572, 41.166776020408165], [-8.613277714285715, 41.16690091836735], [-8.613326020408163, 41.16693691836735], [-8.613329142857143, 41.16692442857143], [-8.613332265306124, 41.166911938775506], [-8.613337775510205, 41.166906612244894], [-8.613344020408164, 41.166903489795914], [-8.613350265306122, 41.16690036734694], [-8.613339979591837, 41.16689724489796], [-8.613327489795918, 41.16689412244898], [-8.613315, 41.166891]]"
1372640555620000235,"[[-8.611065, 41.149431], [-8.611094387755102, 41.149418142857144], [-8.611123775510205, 41.14940528571429], [-8.611153163265307, 41.14939242857143], [-8.61118255102041, 41.149379571428575], [-8.611209551020409, 41.14934504081633], [-8.61121506122449, 41.14911544897959], [-8.611220571428571, 41.14888585714286], [-8.611226081632653, 41.14865626530612], [-8.611231591836734, 41.14842667346939], [-8.611258775510205, 41.148229040816325], [-8.611372653061224, 41.14815924489796], [-8.611486530612245, 41.14808944897959], [-8.611600408163264, 41.148019653061226], [-8.611714285714285, 41.147949857142855], [-8.611863979591837, 41.14791973469387], [-8.612097244897958, 41.14798218367347], [-8.612330510204082, 41.14804463265306], [-8.612563775510205, 41.14810708163265], [-8.612797040816327, 41.14816953061224], [-8.613538714285715, 41.14814675510204], [-8.615043, 41.147996142857146], [-8.616547285714287, 41.147845530612244], [-8.618051571428571, 41.14769491836735], [-8.619555857142856, 41.14754430612245], [-8.620312591836734, 41.14745706122449], [-8.620321775510204, 41.14743318367347], [-8.620330959183674, 41.14740930612245], [-8.620340142857142, 41.147385428571425], [-8.620349326530611, 41.14736155102041], [-8.620324346938775, 41.14729579591837], [-8.620276591836735, 41.14720212244898], [-8.620228836734695, 41.14710844897959], [-8.620181081632653, 41.1470147755102], [-8.620133326530613, 41.146921102040814], [-8.620102285714287, 41.146881428571426], [-8.620078408163266, 41.14686489795918], [-8.620054530612245, 41.146848367346934], [-8.620030653061225, 41.14683183673469], [-8.620006775510204, 41.14681530612245], [-8.620000530612245, 41.14681640816326], [-8.61999869387755, 41.146821918367344], [-8.619996857142857, 41.14682742857143], [-8.619995020408162, 41.14683293877551], [-8.619993183673468, 41.146838448979594], [-8.619993, 41.146839], [-8.619993, 41.146839], [-8.619993, 41.146839], [-8.619993, 41.146839], [-8.619993, 41.146839]]"
1372639871620000653,"[[-8.611101, 41.16285], [-8.61110412244898, 41.162893714285715], [-8.611107244897958, 41.16293742857143], [-8.611106326530612, 41.16303587755102], [-8.611075102040816, 41.163544836734694], [-8.61104387755102, 41.16405379591836], [-8.610867918367347, 41.16444593877551], [-8.610221571428571, 41.16445842857143], [-8.609575224489795, 41.16447091836735], [-8.608842918367346, 41.16446467346939], [-8.607953020408162, 41.16442408163265], [-8.607063122448979, 41.16438348979592], [-8.60653763265306, 41.16443106122449], [-8.606422102040815, 41.16457781632653], [-8.60630657142857, 41.16472457142857], [-8.606025734693878, 41.164917244897964], [-8.60562918367347, 41.16514206122449], [-8.605232632653061, 41.16536687755102], [-8.604505469387755, 41.16540875510204], [-8.603640551020408, 41.16537440816327], [-8.60277563265306, 41.16534006122449], [-8.602378714285713, 41.164961142857145], [-8.602082081632652, 41.1645083877551], [-8.60178544897959, 41.16405563265306], [-8.601753306122449, 41.16398785714286], [-8.601737693877551, 41.16394414285714], [-8.601701326530613, 41.163916224489796], [-8.60133287755102, 41.164141040816325], [-8.600964428571428, 41.16436585714286], [-8.60054693877551, 41.16461436734694], [-8.599900591836736, 41.164973448979595], [-8.59925424489796, 41.16533253061225], [-8.598754836734694, 41.165607122448975], [-8.598608081632653, 41.16567893877551], [-8.598461326530613, 41.16575075510204], [-8.598015, 41.16591128571429], [-8.597140714285715, 41.16619855102041], [-8.596266428571429, 41.16648581632653], [-8.59539875510204, 41.16676151020408], [-8.594536959183673, 41.16702691836735], [-8.593675163265306, 41.167292326530614], [-8.593041673469386, 41.1675617755102], [-8.592532714285714, 41.16783342857143], [-8.59202375510204, 41.16810508163265], [-8.591911163265307, 41.1681713877551], [-8.591920530612246, 41.16817451020408], [-8.591929897959185, 41.168177632653055], [-8.59193375510204, 41.16818075510204], [-8.59193687755102, 41.16818387755102], [-8.59194, 41.168187]]"
1372639875620000009,"[[-8.600067, 41.182704], [-8.600083163265307, 41.18277673469388], [-8.598580714285715, 41.18236953061224], [-8.597782836734693, 41.18162602040816], [-8.598202897959183, 41.180082612244895], [-8.599151387755102, 41.17816285714286], [-8.599818673469388, 41.17626385714286], [-8.60029842857143, 41.174664428571425], [-8.601491755102042, 41.17382155102041], [-8.603609142857144, 41.173705469387755], [-8.605645714285714, 41.173721632653056], [-8.605684102040817, 41.173722], [-8.605683, 41.173722], [-8.60567087755102, 41.173722], [-8.605665, 41.173722], [-8.605555163265306, 41.17327842857143], [-8.605067326530612, 41.17234720408164], [-8.604820653061225, 41.1711342244898], [-8.605982204081633, 41.16945765306123], [-8.606549204081633, 41.16751714285714], [-8.606581530612246, 41.166668571428566], [-8.606575285714285, 41.166599142857144], [-8.607301163265307, 41.16633575510204], [-8.608083612244897, 41.16583469387755], [-8.608458306122449, 41.16502285714286], [-8.60863206122449, 41.16410559183673], [-8.608904632653061, 41.16322028571429], [-8.609175, 41.16256420408163], [-8.609223857142858, 41.162434714285716], [-8.609526918367347, 41.16159275510204], [-8.60974512244898, 41.16105936734694], [-8.609925673469387, 41.15914034693877], [-8.609997673469387, 41.1568223877551], [-8.610080326530612, 41.15463759183674], [-8.610182081632653, 41.15273693877551], [-8.610553285714285, 41.15118342857143], [-8.611177775510203, 41.14994326530612], [-8.611735408163266, 41.14892902040816], [-8.612218102040815, 41.1482387755102], [-8.612227469387754, 41.14814253061225], [-8.612292122448979, 41.14807787755102], [-8.612422897959183, 41.14800587755102], [-8.612470285714286, 41.147991], [-8.612929836734693, 41.14815079591837], [-8.616861918367347, 41.147802], [-8.620358326530612, 41.14735163265306], [-8.620350244897958, 41.1473112244898], [-8.620344, 41.147278163265305], [-8.620346755102041, 41.14726365306123], [-8.620371, 41.147199]]"
1372637453620000648,"[[-8.610948, 41.150529], [-8.611111102040816, 41.1505086122449], [-8.611829816326532, 41.15037802040816], [-8.612836714285715, 41.15019691836734], [-8.613873367346939, 41.15003216326531], [-8.614552959183674, 41.15029720408163], [-8.614645163265306, 41.15100159183674], [-8.614334571428572, 41.15163985714286], [-8.613789612244899, 41.15190232653061], [-8.61357893877551, 41.152833367346936], [-8.613447612244897, 41.15339742857143], [-8.61338424489796, 41.153657510204084], [-8.61337524489796, 41.15367220408163], [-8.613341265306124, 41.153699387755104], [-8.612571857142857, 41.15387057142857], [-8.611965734693877, 41.15463759183673], [-8.611774714285714, 41.156073], [-8.61068057142857, 41.157072], [-8.609453265306122, 41.157884571428575], [-8.608485857142856, 41.15887365306123], [-8.607836204081632, 41.16020620408163], [-8.606986714285714, 41.16202071428571], [-8.606572530612246, 41.16423746938776], [-8.606431836734695, 41.16659767346939], [-8.606242285714286, 41.16894851020408], [-8.604862714285714, 41.170980489795916], [-8.60508881632653, 41.17248293877551], [-8.605737367346938, 41.17376424489796], [-8.606633142857143, 41.17481614285714], [-8.608135040816327, 41.1753666122449], [-8.608032367346938, 41.17645193877551], [-8.608428367346939, 41.17721308163265], [-8.60925269387755, 41.177825999999996], [-8.609320653061225, 41.179158], [-8.610158387755103, 41.179774775510204], [-8.610946714285715, 41.18039357142857], [-8.61145769387755, 41.18107004081632], [-8.611444102040815, 41.181715653061225], [-8.612111204081632, 41.18201155102041], [-8.612414081632654, 41.18212304081633], [-8.612422163265308, 41.182129836734696], [-8.612415367346939, 41.182136632653055], [-8.612415, 41.18212414285714], [-8.612427673469387, 41.18209365306122], [-8.612444020408162, 41.18205287755102], [-8.61245081632653, 41.18201210204082], [-8.612457612244897, 41.181997775510204], [-8.61246, 41.18197977551021], [-8.612530530612245, 41.18198804081633], [-8.612748, 41.182056]]"
1372640399620000320,"[[-8.609967, 41.140827], [-8.609517, 41.139927], [-8.609553, 41.139273857142854], [-8.61020357142857, 41.13875828571429], [-8.61201642857143, 41.13813471428571], [-8.614076142857144, 41.13760371428572], [-8.616087, 41.13718842857143], [-8.617932, 41.136912], [-8.618227714285714, 41.13594771428571], [-8.61819942857143, 41.134374], [-8.618011714285714, 41.132579142857146], [-8.618050285714286, 41.13152485714286], [-8.619168857142856, 41.13129342857143], [-8.620595999999999, 41.131224], [-8.622081, 41.131089], [-8.622942428571427, 41.13006042857143], [-8.623711285714284, 41.129726142857145], [-8.624428714285713, 41.129897142857146], [-8.625187285714286, 41.13023785714285], [-8.626125857142858, 41.13031628571429], [-8.626813714285714, 41.12995885714286], [-8.627058, 41.129046], [-8.628118714285714, 41.128004571428576], [-8.62882842857143, 41.127383571428574], [-8.629206428571429, 41.12711228571428], [-8.629193571428571, 41.127118714285714], [-8.629206428571429, 41.127109714285716], [-8.629614, 41.12688085714286], [-8.630604, 41.126328], [-8.631934714285714, 41.12612871428571], [-8.633138142857144, 41.126126142857146], [-8.634331285714286, 41.12616728571429], [-8.635822714285714, 41.12585871428571], [-8.637108428571429, 41.126419285714285], [-8.638237285714284, 41.12707628571429], [-8.639208, 41.127552], [-8.640628714285715, 41.12793128571428], [-8.642053285714287, 41.12849957142857], [-8.643339000000001, 41.129123142857146], [-8.644058999999999, 41.12946385714285], [-8.644208142857142, 41.129521714285715], [-8.64432, 41.129866285714286], [-8.64459, 41.130747], [-8.643818571428572, 41.131017], [-8.643236142857143, 41.131634142857145], [-8.642765571428571, 41.132274428571435], [-8.642238428571428, 41.13208157142857], [-8.642133, 41.13201728571429], [-8.642094428571427, 41.13198514285715], [-8.641998, 41.131953]]"
1372639558620000005,"[[-8.611389, 41.150439], [-8.611594714285715, 41.15039197959184], [-8.61180042857143, 41.15034495918367], [-8.612006142857142, 41.15029793877551], [-8.612432265306122, 41.1502068367347], [-8.612873081632653, 41.15011279591837], [-8.613313897959184, 41.150018755102046], [-8.613772714285714, 41.15001214285714], [-8.614234102040816, 41.15001802040816], [-8.614695489795919, 41.15002389795918], [-8.61474857142857, 41.15034018367347], [-8.614707428571428, 41.150728102040816], [-8.614666285714286, 41.15111602040816], [-8.614448816326531, 41.15135846938775], [-8.614172571428572, 41.15155242857143], [-8.613896326530613, 41.1517463877551], [-8.613745346938776, 41.152095918367344], [-8.61365130612245, 41.152516163265304], [-8.613557265306122, 41.15293640816327], [-8.613292408163264, 41.153226244897965], [-8.61292506122449, 41.153437836734696], [-8.612557714285714, 41.15364942857143], [-8.612317653061224, 41.15400153061225], [-8.612176591836734, 41.15446291836735], [-8.612035530612244, 41.15492430612245], [-8.612014959183673, 41.1554268367347], [-8.61211487755102, 41.155970510204085], [-8.612214795918367, 41.15651418367347], [-8.612260714285714, 41.15700642857143], [-8.612237204081632, 41.157432551020406], [-8.612213693877552, 41.157858673469384], [-8.612143897959184, 41.15834651020408], [-8.611996959183674, 41.15893720408163], [-8.611850020408163, 41.15952789795918], [-8.61171869387755, 41.16008093877551], [-8.611621714285715, 41.160551142857145], [-8.611524734693877, 41.161021346938774], [-8.611443183673469, 41.161407061224494], [-8.611407918367346, 41.16153930612245], [-8.611372653061226, 41.16167155102041], [-8.611371, 41.16184071428572], [-8.611515, 41.16216985714286], [-8.611659, 41.162499000000004], [-8.611880142857142, 41.16279802040817], [-8.612641285714284, 41.16288618367347], [-8.613402428571428, 41.162974346938775], [-8.614131061224489, 41.1630588367347], [-8.614372040816326, 41.1630882244898], [-8.614613020408163, 41.1631176122449], [-8.614854, 41.163147]]"
1372639848620000424,"[[-8.639838, 41.159799], [-8.63988942857143, 41.159776959183674], [-8.640162918367347, 41.1597947755102], [-8.64032712244898, 41.159816081632655], [-8.640444673469387, 41.159713775510205], [-8.64077675510204, 41.15925091836734], [-8.641254306122448, 41.157730102040816], [-8.641751142857142, 41.15610642857143], [-8.642155224489796, 41.15485487755102], [-8.642367367346939, 41.15421440816326], [-8.642035285714286, 41.1540233877551], [-8.640286714285715, 41.15345032653061], [-8.637442163265305, 41.15278414285714], [-8.635318897959184, 41.152358020408165], [-8.634648857142858, 41.151735], [-8.635651714285714, 41.15091140816326], [-8.638085755102042, 41.15020114285714], [-8.641362489795918, 41.14942971428571], [-8.643814897959183, 41.150650408163266], [-8.643320816326531, 41.15123540816327], [-8.641516408163264, 41.150155408163265], [-8.640344571428571, 41.147341714285716], [-8.639536408163265, 41.14394008163266], [-8.637869755102042, 41.14041979591836], [-8.636184551020408, 41.136776081632654], [-8.635475571428572, 41.132816081632654], [-8.635724632653062, 41.128517571428574], [-8.635880387755103, 41.12406055102041], [-8.634668142857143, 41.11993157142857], [-8.630958673469388, 41.11705726530612], [-8.626225775510203, 41.115202897959186], [-8.621138938775509, 41.113930959183676], [-8.616031714285715, 41.112796591836734], [-8.611043142857143, 41.11168720408163], [-8.606965224489796, 41.109714734693874], [-8.60426742857143, 41.10684428571429], [-8.601595530612245, 41.10376555102041], [-8.598186551020408, 41.10093330612245], [-8.594349428571428, 41.098350857142854], [-8.59100657142857, 41.095625142857145], [-8.589015551020408, 41.09329910204082], [-8.588862183673468, 41.0926613877551], [-8.589128142857142, 41.093316], [-8.587871816326532, 41.094059877551025], [-8.584918346938776, 41.093890897959184], [-8.584775081632653, 41.09341775510204], [-8.584636591836734, 41.09428946938775], [-8.585110469387756, 41.09555718367347], [-8.586353387755102, 41.096309142857145], [-8.587044, 41.096412]]"
1372640130620000010,"[[-8.621523, 41.177673], [-8.621527591836735, 41.17767759183673], [-8.621532918367347, 41.17768034693877], [-8.621555877551021, 41.177639020408165], [-8.621578469387755, 41.17757932653061], [-8.621596836734694, 41.17730840816327], [-8.621570571428572, 41.177051265306126], [-8.621217, 41.17689514285714], [-8.620877387755103, 41.176707428571426], [-8.620611061224489, 41.17635385714286], [-8.620374122448979, 41.17594793877551], [-8.620254734693878, 41.17533263265306], [-8.620079142857143, 41.17478234693877], [-8.619725571428573, 41.17443795918368], [-8.619491571428572, 41.17388528571429], [-8.619565040816326, 41.17279702040817], [-8.61960324489796, 41.17190859183674], [-8.619566510204082, 41.171444816326535], [-8.61963887755102, 41.170974428571434], [-8.619905204081633, 41.17049228571429], [-8.620009897959184, 41.16991463265306], [-8.619872142857142, 41.16919371428572], [-8.619976836734693, 41.168573816326536], [-8.620390102040815, 41.16808248979592], [-8.620527857142857, 41.16765287755102], [-8.620367142857143, 41.16729012244898], [-8.620347306122449, 41.16668142857143], [-8.620457510204082, 41.165845714285716], [-8.620570285714287, 41.16506657142857], [-8.620685081632653, 41.16433187755102], [-8.62072824489796, 41.164049020408164], [-8.620723653061225, 41.164067387755104], [-8.62072787755102, 41.16407987755102], [-8.62073706122449, 41.16408906122449], [-8.620749367346939, 41.16409824489796], [-8.620763142857143, 41.16410742857143], [-8.620770306122449, 41.1640967755102], [-8.620774897959183, 41.16407840816326], [-8.621421612244898, 41.16409144897959], [-8.622271102040816, 41.164114408163265], [-8.62272018367347, 41.16415206122449], [-8.623069163265306, 41.164193387755105], [-8.623121142857142, 41.1642], [-8.623116551020408, 41.1642], [-8.623116, 41.1642], [-8.623116, 41.1642], [-8.623111775510203, 41.164204224489794], [-8.623107183673469, 41.16420881632653], [-8.623111408163265, 41.164209], [-8.623116, 41.164209]]"
1372638902620000372,"[[-8.612613, 41.145894], [-8.612247673469387, 41.145925224489794], [-8.611882346938776, 41.14595644897959], [-8.611496448979592, 41.14600236734694], [-8.610956265306124, 41.146158489795916], [-8.610416081632653, 41.1463146122449], [-8.609908959183674, 41.14648763265306], [-8.609509285714285, 41.14671557142857], [-8.609109612244898, 41.14694351020408], [-8.608839979591837, 41.14711524489796], [-8.608808755102041, 41.14718393877551], [-8.608777530612244, 41.147252632653064], [-8.608709571428571, 41.147344836734696], [-8.608600285714285, 41.14746348979592], [-8.608491, 41.14758214285714], [-8.608282530612245, 41.147902836734694], [-8.608004632653062, 41.148364959183674], [-8.607726734693877, 41.14882708163265], [-8.607481897959184, 41.14929802040817], [-8.607250836734694, 41.14977263265306], [-8.607019775510205, 41.15024724489796], [-8.606822142857144, 41.150637], [-8.606631673469387, 41.15100857142857], [-8.606441204081632, 41.15138014285714], [-8.606209591836734, 41.15184869387755], [-8.605975408163266, 41.15232330612245], [-8.605741040816326, 41.15278451020408], [-8.605503734693878, 41.15303118367347], [-8.60526642857143, 41.153277857142854], [-8.605048959183675, 41.15352397959184], [-8.60492406122449, 41.15376753061224], [-8.604799163265307, 41.15401108163265], [-8.604702734693877, 41.15433912244898], [-8.604674632653062, 41.15486993877551], [-8.604646530612245, 41.15540075510204], [-8.604615857142857, 41.155947], [-8.604581510204081, 41.156515285714285], [-8.604547163265305, 41.15708357142857], [-8.604539265306123, 41.15764359183673], [-8.60455487755102, 41.158196265306124], [-8.604570489795918, 41.15874893877551], [-8.604565897959183, 41.15910563265306], [-8.604550285714286, 41.15935542857143], [-8.604534673469388, 41.159605224489795], [-8.604523836734694, 41.1596663877551], [-8.604514469387755, 41.15966951020408], [-8.604505102040816, 41.159672632653056], [-8.60453430612245, 41.15965371428571], [-8.604568653061223, 41.159631857142855], [-8.604603, 41.15961]]"
1372639973620000686,"[[-8.61255, 41.146128], [-8.612413897959184, 41.14610706122449], [-8.612277795918368, 41.14608612244898], [-8.612134346938776, 41.14607693877551], [-8.611980795918367, 41.146083918367346], [-8.61182724489796, 41.14609089795918], [-8.611805938775511, 41.146092], [-8.611809428571428, 41.146092], [-8.611808326530612, 41.146092], [-8.61179436734694, 41.146092], [-8.611780408163266, 41.146092], [-8.611518122448981, 41.14603946938776], [-8.611141224489796, 41.14596269387755], [-8.610807673469388, 41.145874163265304], [-8.610842571428572, 41.14568571428571], [-8.610877469387756, 41.145497265306126], [-8.610895836734693, 41.14540616326531], [-8.610899326530612, 41.14540267346939], [-8.610902816326531, 41.14539918367347], [-8.610903, 41.145395693877546], [-8.610903, 41.14539220408163], [-8.610899142857143, 41.145336], [-8.610888673469388, 41.14518942857143], [-8.610878204081631, 41.14504285714286], [-8.610749265306122, 41.14458220408164], [-8.610588734693877, 41.144037795918365], [-8.610314326530613, 41.143572], [-8.60961287755102, 41.143401], [-8.608911428571428, 41.143229999999996], [-8.60807993877551, 41.14296642857143], [-8.607172591836735, 41.14264885714285], [-8.606287469387755, 41.14237683673469], [-8.605802387755102, 41.14292473469388], [-8.60531730612245, 41.14347263265306], [-8.605262020408164, 41.14388993877551], [-8.605684285714286, 41.14416214285714], [-8.606106551020408, 41.14443434693878], [-8.606585020408163, 41.14476587755102], [-8.607070102040817, 41.145104387755104], [-8.607413020408163, 41.14534591836735], [-8.607447918367347, 41.145377326530614], [-8.607482816326531, 41.14540873469388], [-8.607489428571428, 41.14542985714286], [-8.607485938775511, 41.14544730612245], [-8.607482448979592, 41.14546255102041], [-8.607478959183673, 41.14546604081633], [-8.607475469387754, 41.145469530612246], [-8.607471979591837, 41.14547504081633], [-8.607468489795918, 41.14548202040816], [-8.607465, 41.145489]]"
1372638165620000435,"[[-8.688348, 41.173668], [-8.688610469387756, 41.173411040816326], [-8.687578224489796, 41.171503040816326], [-8.688013714285715, 41.16866914285714], [-8.688611387755103, 41.167726897959184], [-8.686681714285713, 41.16748720408164], [-8.682930918367347, 41.16688567346939], [-8.678597142857143, 41.166178714285714], [-8.674061326530612, 41.16540214285714], [-8.66844532653061, 41.164432346938774], [-8.66311787755102, 41.16353344897959], [-8.65873175510204, 41.16281381632653], [-8.656612346938775, 41.162008040816325], [-8.657855999999999, 41.16108140816326], [-8.65671042857143, 41.16146142857143], [-8.656279897959184, 41.161383], [-8.656257673469387, 41.161378224489795], [-8.656278795918368, 41.161374], [-8.65626575510204, 41.16137712244898], [-8.656233612244897, 41.16138979591837], [-8.65616693877551, 41.161390530612245], [-8.656187142857142, 41.16136242857143], [-8.656191, 41.16133818367347], [-8.656193020408162, 41.161362979591836], [-8.656153346938774, 41.161381163265304], [-8.65614251020408, 41.1613901632653], [-8.656180530612245, 41.16164748979592], [-8.655665142857144, 41.16207526530612], [-8.652996, 41.161839428571426], [-8.65139693877551, 41.161579530612244], [-8.65091406122449, 41.16131559183673], [-8.649862163265306, 41.1592253877551], [-8.64852575510204, 41.15589685714286], [-8.649362204081633, 41.15454924489796], [-8.64985518367347, 41.154307714285714], [-8.649880714285715, 41.154264], [-8.65005612244898, 41.15418153061224], [-8.649792, 41.15392218367347], [-8.648309020408163, 41.15531736734694], [-8.649315183673469, 41.15814134693877], [-8.647437673469389, 41.15827763265306], [-8.645118428571429, 41.15449487755102], [-8.641362857142857, 41.150288571428575], [-8.63998806122449, 41.14556908163265], [-8.640384244897959, 41.14737771428572], [-8.64026412244898, 41.143942653061224], [-8.641570959183674, 41.14400877551021], [-8.641087346938775, 41.14418969387755], [-8.641404918367348, 41.14424957142857], [-8.642079, 41.144184]]"
1372640356620000657,"[[-8.689329, 41.168115], [-8.68927169387755, 41.16786667346939], [-8.689128979591837, 41.16764589795918], [-8.688331469387755, 41.16763634693878], [-8.687440285714287, 41.16758602040816], [-8.686236857142857, 41.167399775510205], [-8.685238408163265, 41.16724493877551], [-8.684627142857142, 41.167149428571435], [-8.683612530612246, 41.16698118367347], [-8.682127346938776, 41.166728081632655], [-8.680438285714287, 41.166444673469385], [-8.678599714285715, 41.166139040816326], [-8.676880163265306, 41.165856551020404], [-8.675213510204083, 41.16558434693877], [-8.673558428571429, 41.16530828571429], [-8.671906102040817, 41.16503130612245], [-8.670346346938775, 41.16476755102041], [-8.668781632653062, 41.16450287755102], [-8.666900081632653, 41.16418769387755], [-8.665086857142857, 41.16388793877551], [-8.663649428571429, 41.16367304081633], [-8.662192714285714, 41.16345042857143], [-8.660683653061225, 41.16320687755102], [-8.659128673469388, 41.1629376122449], [-8.657500224489796, 41.16262720408164], [-8.655797755102041, 41.16232157142857], [-8.654021265306122, 41.16202071428571], [-8.65220363265306, 41.16171691836735], [-8.650360285714287, 41.16141128571429], [-8.648537877551021, 41.16110565306123], [-8.64672318367347, 41.16080002040816], [-8.64549036734694, 41.16059540816327], [-8.644363346938777, 41.16040916326531], [-8.643911326530612, 41.16033771428572], [-8.643453244897959, 41.16026534693878], [-8.642598428571429, 41.160126857142856], [-8.641796877551021, 41.15999755102041], [-8.641219040816328, 41.15990681632653], [-8.640817530612246, 41.159844], [-8.640812755102042, 41.159844], [-8.64071706122449, 41.15982783673469], [-8.640497387755103, 41.15978963265306], [-8.639832857142858, 41.159682], [-8.638787020408163, 41.15951485714286], [-8.637931653061225, 41.159338346938775], [-8.63717712244898, 41.15915687755102], [-8.637043408163265, 41.158938673469386], [-8.637095938775511, 41.15870944897959], [-8.637114673469387, 41.158661877551026], [-8.637129, 41.158638]]"
1372638793620000571,"[[-8.574705, 41.142717], [-8.574697653061223, 41.14272434693878], [-8.574690306122449, 41.142726], [-8.574682959183674, 41.142717918367346], [-8.574680387755103, 41.142708], [-8.574688469387755, 41.14270726530612], [-8.574703163265307, 41.14269991836735], [-8.574711428571428, 41.142686142857144], [-8.574714, 41.1426762244898], [-8.57471087755102, 41.14267512244898], [-8.57470206122449, 41.142681], [-8.57468736734694, 41.142681], [-8.574715653061226, 41.1427956122449], [-8.575141775510204, 41.14290765306123], [-8.575580571428572, 41.143160571428574], [-8.575708408163266, 41.143531591836734], [-8.575300285714285, 41.143855959183675], [-8.574117428571428, 41.14392208163265], [-8.57387755102041, 41.144025673469386], [-8.575039285714286, 41.14407618367347], [-8.576727612244898, 41.144320102040815], [-8.578146857142857, 41.14467771428571], [-8.579814612244897, 41.14395036734694], [-8.582180326530612, 41.14377440816327], [-8.584609408163265, 41.1436008367347], [-8.586681244897958, 41.142811040816326], [-8.58848069387755, 41.14145148979592], [-8.590552897959183, 41.14024108163265], [-8.593050857142858, 41.14004271428571], [-8.595379102040816, 41.14027469387755], [-8.597627265306123, 41.141029959183676], [-8.599939714285714, 41.14177567346939], [-8.602416, 41.14196706122449], [-8.604935999999999, 41.141827469387756], [-8.607381244897958, 41.141334489795916], [-8.609414142857142, 41.14111114285714], [-8.61171612244898, 41.14116918367347], [-8.613955102040817, 41.14132897959183], [-8.614519346938776, 41.14130546938775], [-8.614453224489797, 41.14208424489796], [-8.614551673469387, 41.142633795918364], [-8.614961632653062, 41.142762734693875], [-8.615365714285714, 41.142661714285715], [-8.615386836734693, 41.142636], [-8.615401530612246, 41.142636], [-8.615449285714286, 41.142636], [-8.61549575510204, 41.14264095918367], [-8.615546448979591, 41.142645], [-8.615578775510203, 41.142643346938776], [-8.61552, 41.142636]]"
1372638361620000154,"[[-8.628084, 41.158368], [-8.627970857142857, 41.158368], [-8.628022285714286, 41.15847342857143], [-8.62856742857143, 41.15889514285715], [-8.628672857142858, 41.15965114285714], [-8.628338571428571, 41.16074142857143], [-8.627984999999999, 41.16184714285715], [-8.627625, 41.162958], [-8.627553, 41.16319971428572], [-8.627499, 41.16337971428572], [-8.627499, 41.16337457142858], [-8.627504142857143, 41.16336685714286], [-8.627514428571429, 41.16335657142857], [-8.627520857142857, 41.163354], [-8.627526, 41.163354], [-8.627515714285714, 41.16336942857143], [-8.627472000000001, 41.16349414285715], [-8.627328, 41.163946714285714], [-8.62722257142857, 41.164281], [-8.627155714285713, 41.164497000000004], [-8.627794714285715, 41.16472457142857], [-8.628669, 41.164956], [-8.630386714285715, 41.164812], [-8.632001571428571, 41.16455742857143], [-8.633307857142857, 41.16397114285714], [-8.634570428571427, 41.163837428571426], [-8.635789285714285, 41.164156285714284], [-8.636306142857142, 41.16432085714286], [-8.636589, 41.164434], [-8.637818142857144, 41.164675714285714], [-8.638935428571429, 41.16488785714286], [-8.639717142857142, 41.165011285714286], [-8.640717428571428, 41.16508328571429], [-8.641936285714285, 41.16510385714286], [-8.642329714285715, 41.16512828571429], [-8.642448, 41.165154], [-8.642576571428572, 41.16515914285714], [-8.642745, 41.16496885714286], [-8.643032999999999, 41.164192285714286], [-8.643333857142856, 41.16336428571429], [-8.64364757142857, 41.16248485714286], [-8.644462714285714, 41.162373], [-8.645445, 41.162517], [-8.645630142857144, 41.16304157142857], [-8.645718857142857, 41.16358157142857], [-8.645518285714285, 41.16416785714286], [-8.645418, 41.164491857142856], [-8.645418, 41.16455357142857], [-8.645425714285714, 41.16457285714286], [-8.645436, 41.164578]]"
